Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
api/sync,20000,3926,0,18058,2461.24,0.190%,17.80322,2.85,2.27,163.6
